tweet_id,raw,clean,created_at,in_response_to
3238,@Delta I was disappointed yesterday in flight 2468 when WIFI was offered but it did not work. I couldn’t get work I planned on doing done.,I was disappointed yesterday in flight 2468 when WIFI was offered but it did not work. I couldn’t get work I planned on doing done.,Sat Nov 25 23:54:21 +0000 2017,
3240,@Delta Thank you.,Thank you.,Sat Nov 25 23:50:55 +0000 2017,3241
3242,Oh @Delta you were very unhelpful :/ .: never had this problem in all my traveling.,Oh you were very unhelpful :/ .: never had this problem in all my traveling.,Sat Nov 25 22:33:04 +0000 2017,
3244,@Delta I did cancel within 24 hours. Your computer system messed up.,I did cancel within 24 hours. Your computer system messed up.,Sun Nov 26 00:57:13 +0000 2017,3243
3245,@Delta Hey Delta how can I get help with this? Calling in isn't helping,Hey Delta how can I get help with this? Calling in isn't helping,Sun Dec 03 18:47:37 +0000 2017,3243
3246,"@Delta :( Spent money on a ticket, online system says I could get a full refund. I did not. Your costumer service rep wanted me to beg another department for credit and refused to help me. #MoneyStolen #SomuchForChristmas",":( Spent money on a ticket, online system says I could get a full refund. I did not. Your costumer service rep wanted me to beg another department for credit and refused to help me. #MoneyStolen #SomuchForChristmas",Sat Nov 25 23:49:02 +0000 2017,
3249,@Delta My pleasure.,My pleasure.,Sat Nov 25 23:39:20 +0000 2017,3250
3251,Changing planes at MSP and treated to a glorious sunset. This is why I travel. @delta @28131 #fly #travel #luxury #msp #sunset #airport #momentofbliss https://t.co/HJKCTuNDJT,Changing planes at MSP and treated to a glorious sunset. This is why I travel. #fly #travel #luxury #msp #sunset #airport #momentofbliss,Sat Nov 25 23:04:50 +0000 2017,
3253,@116467 @Delta That looks really good!,That looks really good!,Sat Nov 25 23:46:41 +0000 2017,3254
3254,".@Delta free transcon economy meal, sesame chicken noodle salad version. Not bad at all for free. Only complaint is dressing is a bit heavy handed. Otherwise just the ticket. #paxex https://t.co/S2LmU0Kmpw",". free transcon economy meal, sesame chicken noodle salad version. Not bad at all for free. Only complaint is dressing is a bit heavy handed. Otherwise just the ticket. #paxex",Sat Nov 25 23:37:51 +0000 2017,
3259,"The flight attendant and pilot on @Delta flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!","The flight attendant and pilot on flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!",Sat Nov 25 23:33:32 +0000 2017,
3261,I’m sure delivering my bag would be a lot less than the $10k+ I’ve spend with your airline each year for the past 10+ years @delta. Just a guess though. 🤷🏼‍♀️,I’m sure delivering my bag would be a lot less than the $10k+ I’ve spend with your airline each year for the past 10+ years . Just a guess though. 🤷🏼‍♀️,Sun Nov 26 00:11:20 +0000 2017,3260
3262,@Delta I went to the service center &amp; spoke to a sup. Wouldn’t refund my $75 OR deliver bags. She couldn’t show me in writing nor was I told I was ‘voluntarily’ separating from my bag. 🙄 Said it would cost Delta to deliver my bag. Apparently 60+ flights a year means nothing.,I went to the service center & spoke to a sup. Wouldn’t refund my $75 OR deliver bags. She couldn’t show me in writing nor was I told I was ‘voluntarily’ separating from my bag. 🙄 Said it would cost Delta to deliver my bag. Apparently 60+ flights a year means nothing.,Sun Nov 26 00:09:40 +0000 2017,3260
3263,"Hey @Delta how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you can’t deliver my luggage b/c I ‘voluntarily separated’ from it?! I didn’t ‘voluntarily’ leave my bag. 🤷🏼‍♀️","Hey how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you can’t deliver my luggage b/c I ‘voluntarily separated’ from it?! I didn’t ‘voluntarily’ leave my bag. 🤷🏼‍♀️",Sat Nov 25 23:18:43 +0000 2017,
3265,"@Delta Hi @Delta, I heard back over the phone after our correspondence earlier. I am happy with the accommodation &amp; understand you cannot do both. Thank you and I appreciate your getting back to me.","Hi , I heard back over the phone after our correspondence earlier. I am happy with the accommodation & understand you cannot do both. Thank you and I appreciate your getting back to me.",Sun Nov 26 01:02:51 +0000 2017,3264
3266,"@Delta Hi @Delta, thanks so much for your timely &amp; sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife &amp; I is accepted &amp; appreciated. Please reply or direct message me if you need contact details.","Hi , thanks so much for your timely & sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife & I is accepted & appreciated. Please reply or direct message me if you need contact details.",Sat Nov 25 23:09:37 +0000 2017,3268
3269,@116471 @Delta Thx for the support @116471 - hopefully @delta will do the right thing for Jennifer &amp; I in this frustrating episode &amp; address DTW cust. service issues ....,Thx for the support - hopefully will do the right thing for Jennifer & I in this frustrating episode & address DTW cust. service issues ....,Sat Nov 25 22:18:29 +0000 2017,3272
3272,".@Delta was great to me in MBS, but NOT great in DTW. I hope they make this right for @116470 &amp; fix the attitudes w/ their DTW staff. DTW Gate agent was rude to me as well yesterday. https://t.co/rUf80TvLYp",". was great to me in MBS, but NOT great in DTW. I hope they make this right for & fix the attitudes w/ their DTW staff. DTW Gate agent was rude to me as well yesterday.",Sat Nov 25 22:16:16 +0000 2017,
3274,"@116473 @Delta Despite your troubles getting here, welcome to MN!!","Despite your troubles getting here, welcome to MN!!",Sat Nov 25 23:30:15 +0000 2017,3275
3275,Dear @Delta Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,Dear Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,Sat Nov 25 16:46:14 +0000 2017,
3287,@Delta how about getting flight 1704 off the ground,how about getting flight 1704 off the ground,Sat Nov 25 23:21:08 +0000 2017,
3291,"@Delta This is nuts, sitting at gate waiting for “catering” hope that means you’re feeding the whole plane of frustrated passengers. Travel vouchers??? 4+ hours delayed and still we wait... not fun indeed!","This is nuts, sitting at gate waiting for “catering” hope that means you’re feeding the whole plane of frustrated passengers. Travel vouchers??? 4+ hours delayed and still we wait... not fun indeed!",Sat Nov 25 23:26:25 +0000 2017,3292
3293,@Delta DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know what’s next,DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know what’s next,Sat Nov 25 20:49:42 +0000 2017,
3295,"@Delta Great, I also have a question regarding baggage allowance. Could I leave a DM?","Great, I also have a question regarding baggage allowance. Could I leave a DM?",Sat Nov 25 23:25:56 +0000 2017,3296
3297,"@Delta Yes, GEX8LD","Yes, GEX8LD",Sat Nov 25 22:49:45 +0000 2017,3299
3300,@Delta Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?,Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?,Sat Nov 25 22:10:26 +0000 2017,
3611,Thank you @AmericanAir for being responsive and helpful and more than making up for a bad flight!  #stayingloyal @Delta,Thank you for being responsive and helpful and more than making up for a bad flight! #stayingloyal,Sun Nov 26 00:10:06 +0000 2017,
3831,Our pilot and copilot on @Delta tonight!! Love it!! https://t.co/8KLFF97si9,Our pilot and copilot on tonight!! Love it!!,Tue Oct 31 22:44:21 +0000 2017,
3833,@Delta nice to know that you bend over your paying customers and don't offer any help with important changes. Absolute JOKE,nice to know that you bend over your paying customers and don't offer any help with important changes. Absolute JOKE,Tue Oct 31 22:44:22 +0000 2017,
3836,@Delta Good for u!  R u eliminating SLC to LHR nonstops??,Good for u! R u eliminating SLC to LHR nonstops??,Tue Oct 31 22:26:54 +0000 2017,3837
3883,"@Delta Yes, that's correct. Under the question about a specific reservation option.","Yes, that's correct. Under the question about a specific reservation option.",Tue Oct 31 22:54:36 +0000 2017,3884
3885,@Delta Your website comment form makes return trip a required field set. That's a problem for asking questions about 1-way flights.,Your website comment form makes return trip a required field set. That's a problem for asking questions about 1-way flights.,Tue Oct 31 14:33:29 +0000 2017,
4989,"Well, this sure makes for an easy connection.  It seems I always get them at the least necessary times though... #firstworldproblems @Delta https://t.co/mWOUBhSKuE","Well, this sure makes for an easy connection. It seems I always get them at the least necessary times though... #firstworldproblems",Tue Oct 31 23:18:11 +0000 2017,
4991,"@Delta Your contact website isn’t working. It kept telling me to enter my street address, even though it was there! How can I contact you?","Your contact website isn’t working. It kept telling me to enter my street address, even though it was there! How can I contact you?",Tue Oct 31 22:57:50 +0000 2017,
4993,@Delta Is it possible to receive a copy of a boarding pass from an old flight? I need it for business.,Is it possible to receive a copy of a boarding pass from an old flight? I need it for business.,Tue Oct 31 23:20:32 +0000 2017,
6600,@AmericanAir #greed comes to mind every time I fly with you. I am considering switching to @Delta even if it means longer flights as they rock!,#greed comes to mind every time I fly with you. I am considering switching to even if it means longer flights as they rock!,Mon Oct 09 00:03:07 +0000 2017,6602
6610,"@Delta I live an hour north of the ATL airport, can it be done online? 🙏🏼","I live an hour north of the ATL airport, can it be done online? 🙏🏼",Tue Aug 08 22:46:08 +0000 2017,6609
6613,@Delta I've been busy with life. How long do I have to file a claim regarding this?  Or is this a lost cause at this point?,I've been busy with life. How long do I have to file a claim regarding this? Or is this a lost cause at this point?,Sun Oct 08 23:54:58 +0000 2017,6612
6611,@Delta Just noticed the zipper was broken off yesterday morning on my return flight&amp;it wasn't like that when I left?😥is there help? #notcool https://t.co/VIm6mmForU,Just noticed the zipper was broken off yesterday morning on my return flight&it wasn't like that when I left?😥is there help? #notcool,Tue Aug 08 22:42:01 +0000 2017,
6907,@Delta I should've known there was a catch...flight delayed 😏,I should've known there was a catch...flight delayed 😏,Sun Oct 08 23:55:39 +0000 2017,6908
6909,My flight back to SF just got upgraded 🙌🏾 thanks @Delta! 😊,My flight back to SF just got upgraded 🙌🏾 thanks ! 😊,Sun Oct 08 23:09:37 +0000 2017,
6923,@Delta When a flight attendant  states in front of the passengers that she is tired of the call bells going off- it's an issue with the service.,When a flight attendant states in front of the passengers that she is tired of the call bells going off- it's an issue with the service.,Sun Oct 08 22:32:11 +0000 2017,6924
6925,@Delta you suck! 9 hr flt w/o entertainment or wkg jacks. Staff rude. Free Wifi -not with over 200 people! Time to shred the DSM card!,you suck! 9 hr flt w/o entertainment or wkg jacks. Staff rude. Free Wifi -not with over 200 people! Time to shred the DSM card!,Sun Oct 08 17:43:32 +0000 2017,
7000,@Delta I’m looking to get some information regarding Delta to help me with a presentation on Delta. Is there anyone I can contact?,I’m looking to get some information regarding Delta to help me with a presentation on Delta. Is there anyone I can contact?,Tue Oct 31 23:29:15 +0000 2017,
7002,"@Delta Should be the standby list, not upgrade?","Should be the standby list, not upgrade?",Tue Oct 31 23:43:17 +0000 2017,7001
7003,"@Delta I had the option to see the standby list for 1445, but it’s gone now, so I believe you took me off of it","I had the option to see the standby list for 1445, but it’s gone now, so I believe you took me off of it",Tue Oct 31 23:46:16 +0000 2017,7001
7004,.@Delta can you look at the standby list for DL1445 for tomorrow? Suppose to be on it but don’t think I’m activated on it.,. can you look at the standby list for DL1445 for tomorrow? Suppose to be on it but don’t think I’m activated on it.,Tue Oct 31 23:39:48 +0000 2017,
8660,@Delta stuck on the tarmac for one hour in a hot plane flight DL2170 From SLC losing Thousands on a business deal in LA! Unexceptable!,stuck on the tarmac for one hour in a hot plane flight DL2170 From SLC losing Thousands on a business deal in LA! Unexceptable!,Tue Oct 31 22:27:49 +0000 2017,
8663,@Delta been a long afternoon in the airport. Sorry if I sound bitter,been a long afternoon in the airport. Sorry if I sound bitter,Tue Oct 31 22:49:17 +0000 2017,8664
8667,Missing my entire Halloween with kids because @Delta can't find a flight attendant for my flight home. #bestlaidplans #anotherdisappointment,Missing my entire Halloween with kids because can't find a flight attendant for my flight home. #bestlaidplans #anotherdisappointment,Tue Oct 31 21:34:28 +0000 2017,
8669,@Delta can 2 people travelling on the same booking pool their luggage allowance?,can 2 people travelling on the same booking pool their luggage allowance?,Tue Oct 31 23:39:48 +0000 2017,
9342,"@Delta, not the #A350FirstFlyers , but dinner and service on flight 820 tonight is pretty darn good! https://t.co/yWdxK5YHOM",", not the #A350FirstFlyers , but dinner and service on flight 820 tonight is pretty darn good!",Wed Nov 01 00:03:42 +0000 2017,
9344,Thanks to @Delta going above &amp;beyond I was able to change my flight to go directly to Florida &amp; have the chance to say goodbye to my grandpa,Thanks to going above &beyond I was able to change my flight to go directly to Florida & have the chance to say goodbye to my grandpa,Tue Oct 31 23:57:05 +0000 2017,9346
9349,@Delta Because of the change my sky miles now says the flights weren't eligible. Can this be sorted?,Because of the change my sky miles now says the flights weren't eligible. Can this be sorted?,Tue Oct 31 23:36:27 +0000 2017,9350
9352,Thank you @Delta for getting us on the next flight out of LGA with only minutes to spare at the gate. We will make our connection :),Thank you for getting us on the next flight out of LGA with only minutes to spare at the gate. We will make our connection :),Mon Oct 30 23:27:50 +0000 2017,
9867,@Delta has the worst customer service I have ever experienced. Spent two hours on the phone due to ignorant operators &amp; nothing was resolved,has the worst customer service I have ever experienced. Spent two hours on the phone due to ignorant operators & nothing was resolved,Tue Oct 31 23:52:00 +0000 2017,
9870,@delta. Do you think it will actually leave at 9:55?  The people at the gate are not sure,. Do you think it will actually leave at 9:55? The people at the gate are not sure,Wed Nov 01 00:16:34 +0000 2017,
10579,Oh @Delta - I’ve missed you so I thought I would fly on the busiest day of the year 😳 #travel https://t.co/sVfMyNB3Ye,Oh - I’ve missed you so I thought I would fly on the busiest day of the year 😳 #travel,Wed Nov 22 12:11:36 +0000 2017,
10710,@Delta any chance you guys found some beats headphones left on flight DL0929 yesterday?,any chance you guys found some beats headphones left on flight DL0929 yesterday?,Wed Nov 01 00:29:18 +0000 2017,
10712,"Hi @Delta, I’m flying from LHR to JFK tomorrow. I’m wondering what the new security checks are for this flight; are you able to advise? Thx","Hi , I’m flying from LHR to JFK tomorrow. I’m wondering what the new security checks are for this flight; are you able to advise? Thx",Wed Nov 01 00:03:20 +0000 2017,
10716,"Thanks, @Delta , 4 embracing @117977 ! https://t.co/YfyR7UywZ5","Thanks, , 4 embracing !",Tue Oct 31 18:51:44 +0000 2017,
10766,@Delta American Airlines extends that courtesy for EVERY flight from EVERY airport. Guess they spoiled me. Thank you @AmericanAir for ur patriotism,American Airlines extends that courtesy for EVERY flight from EVERY airport. Guess they spoiled me. Thank you for ur patriotism,Wed Nov 01 00:27:24 +0000 2017,10767
10767,C’mon Man....why doesn’t @Delta ever call Military personnel to pre-board like American Airlines?!,C’mon Man....why doesn’t ever call Military personnel to pre-board like American Airlines?!,Tue Oct 31 13:59:45 +0000 2017,
11163,This is one reason why @delta rocks. https://t.co/ylOP6C3Gqe,This is one reason why rocks.,Wed Nov 01 00:42:45 +0000 2017,
11191,@AmericanAir @Delta @SouthwestAir @116450 12 year as EP with AA. Since they won’t address my concerns who’s interested in my loyalty? https://t.co/rix2Aoi20X,12 year as EP with AA. Since they won’t address my concerns who’s interested in my loyalty?,Wed Nov 01 00:53:21 +0000 2017,
11494,@AskAmex The Delta Sky Miles Platinum,The Delta Sky Miles Platinum,Tue Oct 31 21:22:33 +0000 2017,11495
11496,"@AskAmex, How do I link my Delta Sky Miles # to my Amex card?",", How do I link my Delta Sky Miles # to my Amex card?",Tue Oct 31 13:58:04 +0000 2017,
11702,"Hey @Delta iPads can message, you know? Why isn’t the “free messaging” option on flights offered for them?","Hey iPads can message, you know? Why isn’t the “free messaging” option on flights offered for them?",Wed Nov 01 00:50:36 +0000 2017,
11705,@Delta Flight #0080,Flight #0080,Wed Nov 01 01:05:46 +0000 2017,11704
11706,Nothing like a delay to Boston on @Delta because someone didn’t get the right paperwork done out of maintenance. Hopefully we leave soon!,Nothing like a delay to Boston on because someone didn’t get the right paperwork done out of maintenance. Hopefully we leave soon!,Wed Nov 01 00:57:47 +0000 2017,
