tweet_id,text,suggested_intent,intent,decision,notes
250840,Actually looks like any flight I look up in your app says 606 miles so must be a glitch in your app,loyalty_account,,,
2504943,yah im coming back from vietnam. this curve is weird cause like theres 2 fc seats right then 2 regular seats behind it then 3 next to those so theres this dumb curve and the attendant pushed the cart into my knee and it hurt. i dont blame attendant i blame this CURVE!!,seating_upgrade,,,
520882,all that sass your flight attendants had rushing us to take our seats. We seated and ready to go and now the plane needs fuel. Like who forgot that lol WE LATE FOREAL NOW,seating_upgrade,,,
591663,Loving the app redesign for #iPhoneX but found a small bug on the spacing around the top of a terminal map.,tech_support,,,
2721314,"After 3 years as an elite, last flight as a Platinum. Think I was upgraded 2x on flights over 500mi, so leaving about 30 upgrade vouchers unused. , I'm coming home.",seating_upgrade,,,
255626,Look what did to my bag today.,baggage,,,
1092686,Or just fix the wifi on DL1840,tech_support,,,
949302,Would think we are entitled to some compensation / refund for the all around fail for my first delta comfort experience.,booking_change,,,
701915,"Unfortunately, stuck on an flight and greatly missing that high speed #internet I get with .",flight_disruption,,,
2445603,"I've already submitted this to the official website, but I wanted this to be public too. I'm so grateful for the care and attention the crew of flight 2978 gave me.",tech_support,,,
1010942,"ooooh ""manage complimentary upgrades"" is now an option in my account. Yay, status!",loyalty_account,,,
1521697,This bag was supposed to be delivered to the Contemporary. Can you confirm this happened or is on way? Thanks!!!,baggage,,,
845586,So I'm on the plane finally right? And now there is a delay for ANOTHER HOUR. and they won't let us off. So I'm just stuck here. Again.,flight_disruption,,,
839043,Travel delays and inconveniences suck.,other_non_actionable,,,
415503,Delta Sweepstakes: Get the ultimate Homecoming experience from with tickets and pregame perks! Enter to win,other_non_actionable,,,
364140,my flight to New York has just been delayed three times without explanation this is absurd,flight_disruption,,,
419929,Air France is horrible. I couldn't get my boarding pass before Airport arrival Took an hour and 15 mins to get pass and check luggage.,baggage,,,
1251381,Had to stop me because your in-App barcode did not show a valid ticket.,tech_support,,,
1656793,Unlike,other_non_actionable,,,
854128,hi did they happen to mention when they might know if my memory card was found,other_non_actionable,,,
2264215,"Stranded in MIA after my flight to MCO was canceled by for ""security reasons"". What I don't understand is how a friend's flight on the same route is boarding at this exact moment. Why did AA cancel while Delta keeps flying? 😡",flight_disruption,,,
1519787,"Reported at delta baggage desk, but they said they couldn’t report because virgin flight. what is procedure now for reporting/claiming loss?",baggage,,,
572705,"if I want to do a status match challenge, what’s the easiest way? Can you all help if I provide documentation?",loyalty_account,,,
515506,"Well, we’re finally boarding, so hopefully I can make it to my connection in time. Can you make sure I get to my next flight when I land with very little time in Atlanta? Let’s start there.",airport_gate,,,
182618,Can you just post your lost and found website please?,tech_support,,,
2263935,"Well, we’re still sitting at the gate, so that might be a bit premature...",airport_gate,,,
1336469,"hi. I paid my bill for the $2000 spending required to unlock my AMEX card 50,000 bonus points, and they haven't been awarded. Hlp plz",loyalty_account,,,
2738430,"I had a terrible experience with a delta phone rep. I was trying to cancel a flight due to a medical conditions, and I was told by delta at the time of booking it was refundable. Your rep said it wasn't, but beyond that he started shouting at me on the phone!",flight_disruption,,,
61220,"Hey ... thanks for charging me a $75 change fee and because of mechanical problems, I probably won't be home before my original flight",booking_change,,,
1362775,Can I go on a earlier flight if boarding door is open?,airport_gate,,,
2597409,Early flight 🚁 .. in the morning..!! 😏....>> #lifeisbetter,other_non_actionable,,,
1474459,What do I need to do to get in it?,other_non_actionable,,,
1404497,Let’s try that again . Thanks #TMobileWingman and for a great #WIFi experience !!,tech_support,,,
878021,You don’t monitor your twitter feed complaints do you #delta. You need to fix this,other_non_actionable,,,
2607121,"I arrive 1min late to gate, it’s closed. The agent says “we have standards” So a 3 min. “early out” flight is more important than a cust. OK, I’ll now use for my weekly flight.",airport_gate,,,
1302497,I need help... I can't reply to your email and your form on line won't accept my Flight no! STILL waiting for refund! Since July!😡,booking_change,,,
1898706,How far in advance does boarding end / aircraft door shut before an international flight departs? Asking for travel next week. Thx!,airport_gate,,,
163826,i am trying to book a return multicity trip from ireland to usa. Getting an error 0999 on the app and on the website. What can i do,booking_change,,,
1057479,I was charged for bag even tho was upgraded to 1st 10/21 #5257,baggage,,,
2491218,I CANT STAND the auto check in on the Delta app. If I need to make a flight change it complicates things. The old manual way was best,tech_support,,,
2067479,Can you please send more agents to the baggage drop in #ATL??,baggage,,,
538134,Honored to call ATL home and to be a Medallion. Just flew transcontinental Business Class w/ the service doesn’t compare. Thanks #Delta for being the best 👍🏾,loyalty_account,,,
1377494,Of course. Even though the delay came from your late flight into MSP.... 5 years and I’ve yet to have an on time flight....,flight_disruption,,,
308953,Are saying we won’t be able to get to our dest until Sunday. We were there at the gate with the plane still there. Disgusting,airport_gate,,,
1374708,I for one will give you props on the new zone boarding lanes. It was far less of a gaggle. #DeltaBetaTest,airport_gate,,,
2180939,A #Delta #MYSTERY! How did that #bee land in between two layers of window...? #skywest #DL4534 #FlightAware #FLIGHTLOG #insectmigration #HoustonStrong #MSP #MysteryHour #mysterychallenge,seating_upgrade,,,
1634736,No she wasn't aware that there was a baggage office,baggage,,,
1170467,Your line finally answered after a while...,other_non_actionable,,,
720544,need help getting file reference number for bags that did not make it to shanghai,baggage,,,
2556162,"I’m on a flight from Boston to Atlanta today. I was in an exit row seat but when I was automatically checked in, it reassigned me to 16D. Can you please move me back to exit row or a comfort seat. My Ff# is 2068090063. Thanks",seating_upgrade,,,
2599286,A big thank you to the gate agent in tonight for upgrading me to the exit row. My 6”6’ legs are grateful!,airport_gate,,,
1640472,you have lost friend’s luggage; tag is on diff bag in transit airport. WTH?! 1) where is the bag? 2) wrong tag?! Thx.,baggage,,,
207321,"my confirmation # is HIWD97. On a positive note, if you get this it means the WiFi started working.",tech_support,,,
1692719,One of my best meals in #newyork and I’m at the lga terminal en route to Atlanta. Great job guys.,airport_gate,,,
435247,I guess you only reply to the easy questions and pat yourself on the back ? Still stranded at JFKwithout answers. 4:20 delay now. You high?,flight_disruption,,,
2407594,Thank You for the miles I’ll take them if I’m forced to take delta again. Won’t be a 1st choice with such rude unhelpful gate agents,loyalty_account,,,
2188513,Can't see updated itinerary HR3888 in DL4931 right now,booking_change,,,
419930,I tried what you got me with my flight number and it doesn't work. My flight number is tomorrow at 6:40 from Rome to paris,tech_support,,,
2140546,Home for the next 6hrs #avgeek B757,other_non_actionable,,,
2160603,Hey what gives? It’s a Wednesday night and I don’t see much traffic in milwaukee yet we waited more than 10 mins for a crew to gate,airport_gate,,,
2631900,Rdu JFK was moved to an earlier flight and the flight from JFK to CDG has also been pushed by an hour or so,other_non_actionable,,,
518986,Ok I have become a big fan. Customer service has greatly improved but today a step back. Told to check bag at gate due to full bins. On flight and plenty of room in luggage bins. #sadtrombone,baggage,,,
1868072,Delta took away seats I selected for trip to Australia and now say there aren't two together for and I to sit together.,seating_upgrade,,,
2886070,makes a bad move in CVG. JET checked bags now have to be scanned. #slowerboarding. Everyone else is trying to speedup the boarding process.,baggage,,,
1052600,"I am highly upset with the Boston crew flight DL0900 to Atlanta. They are unprofessional, inconsiderate, and did not make any delay landing announcements. Most people had connecting flights and was not aware how late we were landing.",flight_disruption,,,
680894,Does anyone want 20000 miles for after today’s flight mishap I doubt I’ll be using them at all,loyalty_account,,,
1528129,Hey thanks for changing our seats for this weekend’s trip. My two year old is now alone #deltafail #sorrynewneighbor #shesloud,seating_upgrade,,,
176577,Things that are miserable: flying in the third trimester. Things that make it worse: flying over a holiday weekend with a child screaming and kicking your seat non-stop for two hours paired with 's lack of leg room #literalhell,seating_upgrade,,,
2853086,Thank you HNW. Why so late this year when I qualified weeks ago?,other_non_actionable,,,
303570,Already did... claim omadl46657,other_non_actionable,,,
2969707,Hiya can you just make sure I’m on the upgrade list for my flight to Denver JPXXDG is my confirmation,seating_upgrade,,,
2721308,Delayed flights are the worst....,flight_disruption,,,
869723,just ridiculous my mom was stuck in DR because her flight got cancelled during hiring Irma and had to call Delta.,flight_disruption,,,
163814,"I’m confused at how I specifically spend the money to book seats together online with , but then they separate my seats upon ticketing 😕🧐 #ThanksgivingTravel",booking_change,,,
2836439,How is the credit applied,other_non_actionable,,,
962707,Ok one more: free delta WiFi allows messaging only. I could copy a track url for sharing but sharing is grayed out. Wish I could somehow.,tech_support,,,
1218465,why is the delta shuttle between dca and lga always delayed? Guess I need to build in delay hrs before planning my day...#frustrated,flight_disruption,,,
1920669,"your rude gate agents could probably use a briefing on gate hold procedures, in lieu of disregarding pax concern and not assisting.",airport_gate,,,
1176537,"A big S/O to Helen at TLH for refusing to give me an open first class seat, told to “take my chances” on standby...",booking_change,,,
1344814,Do you have to pay fare differential if you switch to a flight that departs mon instead of sun?,other_non_actionable,,,
488954,"Thanks for making this a faaaaaaaaaannnn-fricken-tactic day for me. Since your app can’t seem to work, I got to walk all the way back across your terminal with a broken foot just to “attempt” to get my boarding passes. Don’t worry, I’ll handle it since your airline can’t.",tech_support,,,
1389203,is flight DL2822 from New York JFK to Orlando MCO effected by the travel waiver?,other_non_actionable,,,
351981,Yes that is correct!,other_non_actionable,,,
2854496,HeyO it'd be super great to get a partial refund for the trip I booked yesterday now $100 dollars/ticket cheaper today. Or you could just slide me into one of those Comfort+ seats...,booking_change,,,
2699856,REFUND,booking_change,,,
2844660,"Hey, ... I need my skymiles number. Signin isn't working. Help?",loyalty_account,,,
1870500,Because it took so long to book.... And no refund for the comfort seats we already paid for. 😕,booking_change,,,
2250165,can you verify that my TSA Precheck number is attached to my upcoming flight tomorrow?,airport_gate,,,
2554219,"Yes please, I will go in and purchase that trip extra",other_non_actionable,,,
872909,"DL166, boarding SIN-NAR #ComingHome",airport_gate,,,
2815973,Can't make it to mom's Christmas dance. Made a booking error and booked a day later than I need. The dorms will be closed. Can you help?,booking_change,,,
200620,Really?! 7 passengers in line waiting line to drop luggage.,baggage,,,
761312,Did you get a seat?,seating_upgrade,,,
2866660,"Missed my flight fr/SIN>LAX as I’m stranded in Bali with the volcanic eruption. strikes again for being the worst, charging me a $300 change fee to rebook. But huge thanks for understanding and rebooking my other flights impacted by this situation with no fee.",flight_disruption,,,
2872917,"is this your idea of cust svc? I asked your rep for better flights w/ < 5 hr layover. He sent the attached CONFIRMATION on the improved flts. Today I’m told, flts on the confirmation were not approved, my orig booking is gone and my ONLY CHOICE are flts w/2 layovers!",booking_change,,,
351191,Supposed to depart in 9 minutes. No boarding yet. Your gate agents still expect an on time departure. Stop lying to your customers,airport_gate,,,
1837302,Sure did!,other_non_actionable,,,
1507432,any way to contact heathrow customer service desk?,other_non_actionable,,,
2180892,. flight running behind out of . Pilot: “We’re going to fly like we stole it to get you there quickly.” I️ like this guy.,other_non_actionable,,,
599519,flight 1359 deserves free WiFi,tech_support,,,
356181,this is great for my anxiety of losing a bag! Good looks!!,baggage,,,
2641774,not a fan of new ATL boarding at all,airport_gate,,,
1609022,Time for a distraction from reality #BackToWork Thanks @…,other_non_actionable,,,
1413288,"yes, found out after we boarded why pilots were delayed, would've helped if gate agents could've relayed it was weather related...",flight_disruption,,,
2484644,help! I misspelled my husband's name when booking a trip for tomorrow. How can I fix this?,booking_change,,,
773873,is your app down? Can't seem to access my account or even access as guest,tech_support,,,
1185889,your website can’t find this reservation and I need a receipt. Confirmation #H5DVJE,tech_support,,,
1694162,gate agent @ #lnk is out of breath from turning the plane around so quickly. Delays are hard but <3 her commitment to passengers!,airport_gate,,,
1052586,"Proud to be a loyal #skymiles member - ""Delta CEO: How Delta is reshaping the travel experience",loyalty_account,,,
787052,Thanks for the seat upgrade,seating_upgrade,,,
1110350,"Love staff stereotype a skymiles credit card to suited people walking by, ignore me yet I have the card and fly 1st C but wear sweats",loyalty_account,,,
2524822,A stranger offered to switch seats with me after the flight crew essentially told me to see if I could find my own new seat by myself.,seating_upgrade,,,
1497441,Help!!,other_non_actionable,,,
2760457,It’s not a misunderstanding but a serious case of misleading customers who think they are booking with one airline and find out they actually booked with another. That’s also something should know about .,booking_change,,,
2788190,So is serving Thanksgiving Day Lunch right now at the EWR SkyClub. Best... Decision... Ever... #TurkeyComa,loyalty_account,,,
1526132,Hear that ... looks like I will be traveling next time.,other_non_actionable,,,
1899256,A delay means my 5 hour trip is now 12. It would have only taken me 8 hours to drive. #deltasucks,flight_disruption,,,
943675,does your international flight from ATL to STR have 110 power outlets (for standard plugs) in economy seating?,other_non_actionable,,,
2607120,"Why thank you I’m booking 3 flight right now, and will take my Sliver medallion status to Gold in a very quick manner now.",booking_change,,,
311093,"__credit_card__, HN6J9T my platinum number is 9358454354. gave me a hotel. I'm good for night. Home few hours and fly again! Thanks",loyalty_account,,,
2815096,"my grandma is on this very delayed flight from SFO, what’s the status and will she make her connection in ATL?",flight_disruption,,,
1238075,Yes; I was able to choose my seat for my initial flight at check in via my account. How come for my returning flight it's different?,seating_upgrade,,,
41787,Guess profits are only around a billion these days.,other_non_actionable,,,
2326288,how can I tell how many sky miles I have?,loyalty_account,,,
